unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RCA
366659 28755 426924 126677 13015 346 73681 9231 71874 0.999137379163656 0.825249742490295 0.847691676031433 5 0 4 NO NO 8979 3.9532763366673 71599 4.85491302230786 20.5938630427799 29.1652118046341 38.9321079903351 52.4825765722985 8902 3.94953637337614 65157 4.8139677453373 91.0026676350228 16.5216323649032 24.8154457694492 34.7268904338751 48.8957441257271 77 1.89209460269048 6442 3.80908813134635 8.99733236497717 99.4566904687985 100 9 1 62 1.79934054945358 0.0865933881758125 25 1.41497334797082 6149 3.78887511577542 8.58810877246889 43 1.64345267648619 231 2.3654879848909 0.322630204332463 100 FALSE 1
82600 7072 101609 48886 2819 188 18670 4571 16677 0.997241709541739 0.815194578871983 0.868141231551699 5 0 4 NO NO 4512 3.65446533352015 16614 4.22050034561473 21.4277115685566 29.9205489346334 39.2500300951005 53.9725532683279 4463 3.64972418592952 14828 4.17111186518044 89.2500300951005 15.7809549500944 24.0086323172377 33.7671971944969 49.6493121122201 49 1.69897000433602 1786 3.25212455250564 10.7499699048995 100 100 9 1 46 1.67209785793572 0.276874924762249 21 1.34242268082221 1699 3.23044892137827 10.2263151558926 19 1.30102999566398 41 1.6232492903979 0.246779824244613 100 FALSE 1
267211 22613 419625 124413 13554 304 72582 8191 53061 0.998869225796938 0.825088105986489 0.862120792649819 5 0 4 NO NO 7998 3.9030356967885 52851 4.7230614263176 19.6666099033131 27.4980605854194 36.5026205748236 49.8987720194509 7918 3.89867034296553 47860 4.67998176845094 90.5564700762521 14.8161303802758 22.4279147513581 31.6485582950272 45.8086084412871 80 1.90848501887865 4991 3.69827457667437 9.4435299237479 99.198557403326 100 11 1.07918124604762 60 1.78532983501077 0.113526707157859 27 1.44715803134222 4744 3.67623621676331 8.97617831261471 42 1.63346845557959 187 2.27415784926368 0.353824903975327 100 FALSE 1
348463 36197 498100 211113 15988 380 42584 9436 64861 0.998874516119259 0.853964631927666 0.8583276763652 5 0 4 NO NO 9186 3.96317371637525 64592 4.81018545567164 15.6102922962596 23.2644909586326 32.6774213524895 46.1914788209066 9099 3.95904139232109 61438 4.78844413837085 95.1170423581868 14.2582766366093 21.5664572414467 30.7855073407337 44.4659656889873 87 1.94448267215017 3154 3.49899936358015 4.88295764181323 98.1927710843374 100 13 1.14612803567824 73 1.86923171973098 0.113017091899926 25 1.41497334797082 2846 3.45438746714695 4.40611840475601 49 1.69897000433602 235 2.37291200297011 0.363822145157295 100 FALSE 1
1927 69 331 672 11 0 22 269 297 0.999999966329968 0.824915797140882 0.905693410996263 4 5 0 NO NO 268 2.42975228000241 296 2.47275644931721 26.3513513513513 43.2432432432432 77.027027027027 100 257 2.41161970596323 276 2.44247976906445 93.2432432432432 25 43.1159420289855 79.3478260869565 100 11 1.07918124604762 20 1.32221929473392 6.75675675675676 100 100 0 0 0 0 0 11 1.07918124604762 20 1.32221929473392 6.75675675675676 0 0 0 0 0 NA FALSE 1
159112 12434 249934 67285 9793 264 47679 7243 40328 0.998536996380049 0.815562388212765 0.871354673835877 4 5 0 NO NO 7093 3.85089118413592 40161 4.60381533180968 21.6478673339807 29.5510569955927 38.8959438261 52.2521849555539 7021 3.84646082512933 35877 4.55482822553223 89.3329349368791 15.9099144298576 23.7004208824595 33.4253142681941 47.7799147085877 72 1.86332286012046 4284 3.63195082625922 10.6670650631209 99.2763772175537 100 9 1 59 1.77815125038364 0.146908692512637 23 1.38021124171161 4081 3.61087300038005 10.1615995617639 40 1.61278385671974 144 2.16136800223497 0.358556808844401 100 FALSE 1
243649 18270 325098 114160 10517 237 41138 8012 47882 0.998830458001163 0.830332901543308 0.858923842169533 4 5 0 NO NO 7855 3.89520147477889 47715 4.67866402991157 18.3024206224458 26.2957141360159 35.5213245310699 49.2926752593524 7777 3.89086793881144 44175 4.64518638929519 92.5809493869852 15.0084889643464 22.7074136955291 31.9547255234861 46.243350311262 78 1.89762709129044 3540 3.54912592675811 7.41905061301478 99.0960451977401 100 11 1.07918124604762 56 1.75587485567249 0.117363512522268 24 1.39794000867204 3351 3.52530400995824 7.02294875825212 43 1.64345267648619 133 2.12710479836481 0.278738342240386 100 FALSE 1
60937 5008 95499 29097 2991 269 8039 4231 15201 0.996052890601899 0.839286888468333 0.845799062036009 5 2 2 NO YES 4181 3.62138402848165 15150 4.18044129819472 18.5808580858086 27.5973597359736 37.9141914191419 54.0924092409241 4130 3.61605519497659 14193 4.15210480089287 93.6831683168317 16.6420066229832 25.4632565349116 35.7218347072501 52.3497498766998 51 1.7160033436348 957 2.98136550907854 6.31683168316832 99.8955067920585 100 8 0.954242509439325 59 1.77815125038364 0.389438943894389 23 1.38021124171161 852 2.93094903116752 5.62376237623762 20 1.32221929473392 46 1.67209785793572 0.303630363036304 100 FALSE 1
119737 10567 188918 64383 5866 134 17333 7562 40232 0.999055477977964 0.833093060043474 0.866026827891522 4 5 0 NO NO 7433 3.87122255675971 40085 4.60299272213734 16.7818385929899 24.5478358488213 33.728327304478 47.8009230385431 7361 3.86699581311065 37872 4.5783297078629 94.4792316327803 14.905471060414 22.2275031685678 31.3503379805661 45.7303548795944 72 1.86332286012046 2213 3.3451776165427 5.52076836721966 99.0058743786715 100 9 1 37 1.57978359661681 0.0923038543095921 22 1.36172783601759 2060 3.31407799177921 5.13907945615567 41 1.6232492903979 116 2.06818586174616 0.289385056754397 100 FALSE 1
289191 24376 399663 140498 12477 267 16368 9022 58930 0.998795180553403 0.854013235897843 0.860512326402117 4 5 0 NO NO 8822 3.94561627922673 58704 4.76867509238787 14.7928590896702 22.5504224584355 31.6826792041428 45.5198964295448 8745 3.94180947300884 56911 4.75520384784171 96.9456936494958 14.5947180685632 22.0484616330762 30.9711655040326 44.7593611076945 77 1.89209460269048 1793 3.25382243870807 3.05430635050422 97.936419408812 100 10 1.04139268515822 71 1.85733249643127 0.120945761787953 25 1.41497334797082 1544 3.18892848376085 2.63014445352957 42 1.63346845557959 178 2.25285303097989 0.303216135186699 100 FALSE 1
309939 25462 498427 121273 15346 152 123195 8747 66723 0.999310582407969 0.798090613312038 0.865653393034877 4 0 5 NO NO 8533 3.93115263852329 66488 4.82274980117597 23.1756106365058 31.4297316809048 40.7787871495608 53.5720731560582 8453 3.927062243493 58353 4.76607063104783 87.764709421249 16.1551248436242 24.471749524446 34.2158929275273 48.1003547375456 80 1.90848501887865 8135 3.91041093991469 12.2352905787511 99.4837123540258 100 10 1.04139268515822 46 1.67209785793572 0.0691854169173385 28 1.46239799789896 7922 3.89888965592659 11.9149320178077 42 1.63346845557959 167 2.22530928172586 0.25117314402599 100 FALSE 1
262255 22182 385261 146682 12671 486 28400 8849 59004 0.998864483594525 0.8520947730913 0.855314748946724 4 0 5 NO NO 8622 3.93565838610063 58755 4.76905222215807 16.2675516977279 24.4762147902306 34.131563271211 47.9857033443962 8539 3.931457870689 56236 4.75002214490301 95.7127053016765 15.3904971904118 23.2057756597198 32.7050288071698 46.6320506437158 83 1.92427928606188 2519 3.40140054078154 4.28729469832355 98.1738785232235 100 9 1 65 1.81954393554187 0.110628882648285 25 1.41497334797082 2269 3.35602585719312 3.86179899583014 49 1.69897000433602 185 2.26951294421792 0.31486681984512 100 FALSE 1
241246 21110 423044 128204 13765 486 32007 8104 52972 0.99888620384375 0.848127312382367 0.85131751655261 4 0 5 NO NO 7902 3.89779198193922 52747 4.72220599751607 17.7735226647961 26.5133562098318 36.2769446603598 50.1317610480217 7830 3.89381722396746 50184 4.70057392848582 95.1409558837469 16.6965566714491 24.8904033157979 34.5209628566874 48.5174557627929 72 1.86332286012046 2563 3.40891802084678 4.85904411625306 99.0635973468591 100 11 1.07918124604762 59 1.77815125038364 0.111854702637117 23 1.38021124171161 2374 3.37566361396089 4.50072989933077 38 1.5910646070265 130 2.11727129565576 0.246459514285173 100 FALSE 1
139519 13407 224401 79032 8070 347 20057 6355 30229 0.997651261703116 0.846141122482999 0.861589579016977 5 2 2 NO YES 6238 3.79511498563036 30092 4.47846548513126 16.9214409145288 25.1495414063538 34.9428419513492 49.4849129336701 6171 3.79042591739111 28354 4.45262965162202 94.224378572378 15.0948719757353 22.9703040135431 32.6902729773577 47.499470974113 67 1.83250891270624 1738 3.24029958200271 5.77562142762196 99.0218642117376 100 8 0.954242509439325 68 1.83884909073726 0.225973680712482 23 1.38021124171161 1572 3.19672872262329 5.22397979529443 36 1.56820172406699 98 1.99563519459755 0.325667951615047 100 FALSE 1
217387 17214 369965 98140 12977 154 24728 9239 65203 0.999386531141299 0.844485683044571 0.852506655751015 5 2 2 NO YES 9034 3.95592815689695 64975 4.81275297214596 15.6383224317045 23.7968449403617 32.9973066564063 46.553289726818 8965 3.95259873452977 62283 4.7943764960307 95.8568680261639 14.8451423341843 22.5229998554983 31.5383009810061 45.1712345262752 69 1.84509804001426 2692 3.43023635341151 4.14313197383609 99.1827637444279 100 10 1.04139268515822 40 1.61278385671974 0.0615621392843401 23 1.38021124171161 2438 3.38721180031373 3.75221238938053 36 1.56820172406699 214 2.33243845991561 0.32935744517122 100 FALSE 1
175712 15810 206495 95406 6054 210 31703 7302 37009 0.998621956551481 0.824826393357068 0.864627289408714 5 2 2 NO YES 7178 3.8560639533331 36879 4.56679091238159 18.1241356869763 26.3645977385504 35.6164755009626 49.3885409040375 7112 3.85205280869785 33717 4.5278618063227 91.4260148051737 13.9810777945843 21.9770442210161 31.3758638075748 45.8196162173384 66 1.82607480270083 3162 3.50009919191572 8.57398519482632 99.493991144845 100 8 0.954242509439325 51 1.7160033436348 0.138290083787521 21 1.34242268082221 2975 3.47363292687384 8.06692155427208 37 1.57978359661681 136 2.13672056715641 0.368773556766724 100 FALSE 1
230126 17416 425683 100537 13317 327 17360 8915 60324 0.998740136430154 0.860188316282046 0.855513418289003 5 2 2 NO YES 8693 3.93921963585482 60074 4.77869377947594 15.8338049738656 23.7207444152212 33.1491160901555 47.0702799880148 8620 3.93555764509301 58293 4.76562385662886 97.0353231015081 15.7720481018304 23.3424253340881 32.4961830751548 46.4189525328942 73 1.86923171973098 1781 3.25090769970086 2.96467689849186 98.3155530600786 100 11 1.07918124604762 76 1.88649072517248 0.12651063688118 21 1.34242268082221 1500 3.17638069224327 2.49692046476013 41 1.6232492903979 205 2.31386722036915 0.341245796850551 100 FALSE 1
267558 27889 317423 128354 9485 330 83404 7274 40730 0.998158605205461 0.791676896442014 0.876405382665018 5 2 2 NO YES 7126 3.85290675879695 40563 4.60814077404406 25.1731873875206 32.8476690580085 41.4860833764761 53.8101225254542 7053 3.84843545533147 34599 4.53907609879278 85.2969454921973 16.1449752883031 24.0556085435995 33.2408451111304 47.012919448539 73 1.86923171973098 5964 3.77561044800636 14.7030545078027 99.5472837022133 100 8 0.954242509439325 75 1.88081359228079 0.184897566748022 28 1.46239799789896 5777 3.76177753750818 14.2420432413776 37 1.57978359661681 112 2.05307844348342 0.276113699677046 100 FALSE 1
128141 17056 166375 86741 5622 162 40346 5436 22497 0.997821931369595 0.790460949997573 0.876294227544016 5 2 2 NO YES 5324 3.72631961211078 22365 4.34958832056246 24.6009389671361 32.2244578582607 40.6751620836128 53.6194947462553 5258 3.72090317081346 19145 4.28207805457715 85.6025039123631 15.9832854531209 23.7033167928963 32.7187255158005 47.1506920867067 66 1.82607480270083 3220 3.50799072481969 14.3974960876369 99.5031055900621 100 12 1.11394335230684 49 1.69897000433602 0.219092331768388 25 1.41497334797082 3099 3.49136169383427 13.8564721663313 29 1.47712125471966 72 1.86332286012046 0.321931589537223 100 FALSE 1
202375 18921 363129 95039 10641 464 24514 8037 49353 0.998662695074532 0.846351792019461 0.864607852692267 5 2 2 NO YES 7848 3.8948143290833 49147 4.6915058496018 16.3590860072843 24.2252833336725 34.0000406942438 48.0782143365821 7773 3.89064453629525 46872 4.67092275044256 95.3710297678393 15.1028332479945 22.7299880525687 32.3199351425158 46.5608465608466 75 1.88081359228079 2275 3.35717225772303 4.62897023216066 98.5494505494505 100 9 1 61 1.79239168949825 0.124117443587605 22 1.36172783601759 2060 3.31407799177921 4.1915071113191 44 1.65321251377534 154 2.19033169817029 0.313345677253952 100 FALSE 1
38553 5316 48561 28683 1823 583 7078 3211 9447 0.989626335355535 0.815179421175845 0.868528772595774 6 3 0 NO NO 3165 3.50051091052634 9399 3.9731278535997 20.5660176614533 29.2477923183317 39.429726566656 56.0272369401 3119 3.49415459401844 8399 3.92427928606188 89.3605702734333 15.9423740921538 24.0862007381831 34.5636385283962 52.3038456959162 46 1.67209785793572 1000 3.00043407747932 10.6394297265667 100 100 10 1.04139268515822 98 1.99563519459755 1.04266411320353 20 1.32221929473392 877 2.9434945159061 9.33077987019896 16 1.23044892137827 25 1.41497334797082 0.265985743164166 100 FALSE 1
211201 16404 373295 94654 12930 577 37012 7951 48815 0.99778756509315 0.84060227371902 0.852627091544179 6 0 3 NO NO 7767 3.89030921689995 48608 4.68671668672052 17.4909479921001 25.6500987491771 35.2020243581304 49.4239631336406 7691 3.88603927556644 45867 4.66150980383592 94.3610105332456 15.82837334031 23.6117470076526 33.0520853772865 47.5396254387686 76 1.88649072517248 2741 3.43806745045349 5.63898946675444 98.8325428675666 100 12 1.11394335230684 107 2.03342375548695 0.220128373930217 27 1.44715803134222 2465 3.39199307225971 5.07118169848585 37 1.57978359661681 169 2.23044892137827 0.347679394338381 100 FALSE 1
236845 19947 251463 82762 9196 217 36946 7079 37564 0.998642316846278 0.822675966131755 0.857629417093649 5 4 0 NO NO 6929 3.84073323461181 37392 4.57279030952918 19.1244116388532 27.2036799315362 36.4516474112109 50.5616174582798 6860 3.83638741932641 34412 4.53672253448242 92.0303808301241 15.305707311403 23.238986400093 32.5729396722074 47.3468557479949 69 1.84509804001426 2980 3.47436197603263 7.96961916987591 99.3624161073825 100 9 1 51 1.7160033436348 0.136392811296534 26 1.43136376415899 2835 3.45270622651103 7.58183568677792 34 1.54406804435028 94 1.97772360528885 0.251390671801455 100 FALSE 1
131799 13886 184285 91182 6066 345 8183 6484 28935 0.997131501297 0.85954726080541 0.855814461443075 5 4 0 NO NO 6326 3.80119783445915 28758 4.45877378080568 15.1401349189791 23.3847972738021 32.9612629529174 47.3850754572641 6263 3.79685174904989 27679 4.44216608578472 96.2480005563669 14.7440297698616 22.7320351168756 31.9953755554753 46.4648289316811 63 1.80617997398389 1079 3.03342375548695 3.75199944363308 98.7951807228916 100 9 1 79 1.90308998699194 0.27470616871827 21 1.34242268082221 910 2.959518376973 3.16433688017247 33 1.53147891704226 90 1.95904139232109 0.312956394742333 100 FALSE 1
297873 23780 455171 143102 15904 340 15469 9601 69751 0.99905377686355 0.859844303184206 0.848976953882102 5 4 0 NO NO 9315 3.96922947986264 69440 4.84161596636421 14.7364631336406 22.6296082949309 32.2537442396313 46.2111175115207 9244 3.96590691549519 67649 4.83026780093364 97.4207949308756 14.6683616904906 22.4201392481781 31.7772620437848 45.6592115182782 71 1.85733249643127 1791 3.25333800532611 2.57920506912442 98.5482970407594 100 11 1.07918124604762 66 1.82607480270083 0.0950460829493088 21 1.34242268082221 1532 3.18554215485437 2.20622119815668 39 1.60205999132796 193 2.28780172993023 0.277937788018433 100 FALSE 1
4802 284 2843 1722 78 3 156 849 1256 0.997611457025387 0.816082796050296 0.886935613569956 5 4 0 NO NO 845 2.92737036303902 1252 3.09795107099415 24.1214057507987 34.7444089456869 48.482428115016 72.444089456869 824 2.91645394854993 1118 3.04883008652835 89.297124600639 19.2307692307692 29.9642218246869 44.1860465116279 71.0196779964222 21 1.34242268082221 134 2.13033376849501 10.702875399361 100 100 3 0.602059991327962 3 0.602059991327962 0.23961661341853 13 1.14612803567824 126 2.10380372095596 10.0638977635783 5 0.778151250383644 5 0.778151250383644 0.399361022364217 100 FALSE 1
148282 14311 214692 84342 8106 207 14696 6672 32069 0.998409678818046 0.844585113085976 0.85581064086481 5 4 0 NO NO 6552 3.81644016795614 31935 4.50428051960728 16.2924690778143 24.4778456239236 33.9909190543291 48.8147800219195 6486 3.81204389793023 30424 4.4832305869021 95.2685141694066 15.2149618722062 22.9654220352353 32.3461740731002 47.3573494609519 66 1.82607480270083 1511 3.17955179116519 4.73148583059339 98.9410986101919 100 10 1.04139268515822 50 1.70757017609794 0.156568028808517 22 1.36172783601759 1348 3.1300119496719 4.22107405667763 34 1.54406804435028 113 2.05690485133647 0.353843745107249 100 FALSE 1
3448 104 813 1639 24 2 95 537 735 0.997278897996206 0.778231281928826 0.888423286758003 5 2 2 NO YES 534 2.72835378202123 732 2.86510397464113 28.4153005464481 40.7103825136612 54.3715846994536 95.3551912568306 515 2.71264970162721 638 2.8055008581584 87.1584699453552 22.5705329153605 34.9529780564263 50.6269592476489 97.6489028213166 19 1.30102999566398 94 1.97772360528885 12.8415300546448 100 100 2 0.477121254719662 2 0.477121254719662 0.273224043715847 14 1.17609125905568 89 1.95424250943932 12.1584699453552 3 0.602059991327962 3 0.602059991327962 0.409836065573771 100 FALSE 1
4318 293 643 634 12 0 37 425 506 0.999999980237155 0.810276663828524 0.877453014762554 5 2 2 NO YES 424 2.62838893005031 505 2.7041505168398 25.9405940594059 35.8415841584158 55.6435643564356 100 412 2.6159500516564 473 2.67577834167409 93.6633663366337 23.4672304439746 34.0380549682875 55.1797040169133 100 12 1.11394335230684 32 1.51851393987789 6.33663366336634 100 100 0 0 0 0 0 11 1.07918124604762 31 1.50514997831991 6.13861386138614 1 0.301029995663981 1 0.301029995663981 0.198019801980198 100 FALSE 1
93950 7356 122685 50411 3853 354 23060 4752 17997 0.997332888260636 0.813913429563864 0.865754922623258 5 2 2 NO YES 4687 3.67098760301003 17925 4.25348339208701 21.7182705718271 30.0864714086471 39.4309623430962 54.2482566248257 4630 3.66567478099389 15952 4.20284236519463 88.9930264993026 15.8161985957874 24.1035606820461 33.851554663992 49.8244734202608 57 1.76342799356294 1973 3.29534714833362 11.0069735006974 99.6452103395844 100 10 1.04139268515822 48 1.69019608002851 0.267782426778243 23 1.38021124171161 1879 3.27415784926368 10.4825662482566 24 1.39794000867204 46 1.67209785793572 0.256624825662483 100 FALSE 1
